88,71,89,0,24,22,23,22,23,22,23,22,14,22,14,22,14,22,14,22,14,22,45,22,23,22,0,75,89,90,89,88,89,89,90,0,24,22,45,22,23,22,23,22,23,54,55,55,23,22,23,22,14,22,45,22,23,22,0,75,72,88,71,89,
72,78,79,0,16,17,20,17,20,29,20,17,20,41,42,17,20,17,20,17,20,17,20,17,20,17,0,76,77,73,74,71,72,78,79,0,16,17,20,17,20,17,20,17,20,41,42,17,20,17,20,17,20,17,20,17,20,17,0,76,77,72,89,73,
71,94,95,0,24,26,27,28,23,22,1,5,5,6,5,5,5,5,5,3,23,26,27,28,23,22,0,92,93,89,90,87,88,94,95,0,24,26,27,28,23,22,1,5,5,6,5,5,5,5,5,3,23,26,27,28,23,22,0,92,93,71,88,72,
89,94,95,0,16,17,18,19,20,17,0,92,93,73,74,71,72,94,95,0,46,17,18,19,20,17,0,92,93,74,73,72,73,94,95,0,16,17,18,19,20,17,0,92,93,73,74,71,72,94,95,0,46,17,18,19,20,17,0,92,93,89,89,71,
88,110,111,0,24,22,23,22,23,22,0,108,109,89,90,87,88,110,111,0,24,22,23,22,23,22,0,108,109,90,89,88,89,110,111,0,24,22,23,22,23,22,0,108,109,89,90,87,88,110,111,0,24,22,23,22,23,22,0,108,109,88,71,89,
72,89,73,0,16,17,20,17,20,17,0,75,73,74,73,72,73,73,74,0,16,17,20,17,20,17,0,91,72,73,74,71,72,73,74,0,16,17,20,17,20,17,0,75,73,74,73,72,73,73,74,0,56,62,62,57,47,17,0,75,71,72,89,73,
71,88,72,0,24,26,27,28,23,22,0,91,89,90,89,88,89,89,90,0,24,26,27,28,23,22,0,75,88,89,90,87,88,89,90,0,24,26,27,28,23,22,0,91,89,90,89,88,89,89,90,0,60,63,63,61,55,22,0,75,89,71,88,72,
89,89,71,0,16,17,18,19,20,17,0,75,72,73,74,71,72,73,74,64,65,66,67,68,69,70,64,91,72,73,74,71,72,73,74,0,16,17,18,19,40,17,0,75,72,73,74,71,72,73,74,0,53,55,55,55,55,17,0,75,88,89,89,71,
88,71,89,0,24,22,23,22,23,22,0,75,88,89,90,87,88,89,90,87,88,89,90,87,88,89,90,87,88,89,90,87,88,89,90,0,24,22,45,22,23,22,0,75,88,89,90,87,88,89,90,0,24,22,45,22,23,22,0,91,72,88,71,89,
72,78,79,0,16,17,20,17,20,17,0,76,77,74,73,72,73,73,74,72,73,74,71,72,73,74,71,72,73,73,73,72,73,73,74,0,16,17,20,17,20,17,0,76,77,74,73,72,73,78,79,0,16,17,56,62,62,57,0,76,77,72,89,73,
71,94,95,0,24,26,27,28,23,22,0,92,93,90,89,88,89,89,90,88,89,90,87,88,89,90,87,88,89,89,89,88,89,89,90,0,24,15,18,19,25,15,0,92,93,90,89,88,89,94,95,0,24,26,60,63,63,61,0,92,93,71,88,72,
89,94,95,0,16,17,18,19,20,17,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,36,17,18,19,20,17,0,92,93,73,74,71,72,94,95,0,16,17,54,55,55,55,0,92,93,89,89,71,
88,110,111,0,24,22,23,22,23,22,23,32,33,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,36,14,22,23,22,23,22,0,108,109,89,90,87,88,110,111,0,24,22,23,22,23,22,0,108,109,88,71,89,
72,89,73,0,16,17,20,17,20,17,14,40,20,17,20,40,20,17,20,40,20,17,20,40,20,17,20,40,20,40,20,17,20,40,20,40,20,20,40,17,20,17,0,91,73,74,73,72,73,73,74,0,16,17,20,17,20,17,0,75,71,72,89,73,
71,88,72,0,24,26,27,44,23,22,30,31,23,56,57,47,22,22,30,31,23,22,23,22,23,22,30,31,23,22,30,31,23,22,30,31,14,17,43,28,23,22,0,75,89,90,89,88,89,89,90,0,24,26,27,28,23,22,0,91,89,71,88,72,
89,89,71,0,16,17,18,52,20,17,38,39,37,58,59,55,22,17,38,39,37,17,20,17,20,17,38,39,37,17,38,39,37,17,38,39,37,22,51,19,20,17,0,91,72,73,74,71,72,73,74,0,16,17,18,19,20,17,0,91,88,89,89,71,
88,71,89,0,24,22,23,22,23,22,14,22,14,58,59,55,14,22,14,22,14,22,14,22,14,22,14,22,14,22,14,22,14,22,14,22,14,22,45,22,23,22,0,75,88,89,90,87,88,89,90,0,24,22,23,22,23,22,0,91,72,88,71,89,
72,78,79,0,16,17,20,17,20,29,20,17,20,60,61,55,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,0,91,72,73,74,71,72,78,79,0,16,17,20,17,20,17,0,76,77,72,89,73,
71,94,95,0,24,26,27,28,23,22,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,23,26,27,28,23,22,0,91,88,89,90,87,88,94,95,0,24,26,27,28,23,22,0,92,93,71,88,72,
89,94,95,0,16,17,18,19,20,17,0,92,93,74,73,74,71,89,87,72,73,74,71,89,90,87,88,72,73,74,71,89,90,87,88,0,46,17,18,19,20,17,0,75,73,73,73,72,73,94,95,0,16,17,18,19,20,17,0,92,93,89,89,71,
88,110,111,0,24,22,23,22,23,22,0,108,109,90,89,90,87,73,71,88,89,90,87,73,74,71,72,88,89,90,87,73,74,71,72,0,24,22,23,22,23,22,0,91,89,89,89,88,89,110,111,0,24,22,23,22,23,22,0,108,109,88,71,89,
72,89,73,0,16,17,20,17,20,17,0,75,73,72,73,72,73,89,87,72,73,72,73,89,90,87,88,72,73,72,73,89,90,87,88,0,16,17,20,17,20,17,0,75,72,73,74,71,72,73,74,0,16,17,20,17,20,17,0,75,71,72,89,73,
71,88,72,0,24,26,27,28,23,22,0,75,89,88,89,88,89,90,88,7,8,9,10,11,12,13,7,91,89,88,89,90,87,88,89,64,65,66,67,68,69,70,64,91,88,89,90,87,88,89,90,0,24,26,27,28,23,22,0,91,89,71,88,72,
89,89,71,0,16,17,18,19,20,17,0,75,73,72,73,72,73,74,72,0,56,62,62,57,47,15,0,91,73,72,73,74,71,72,73,88,89,90,89,90,87,88,89,90,72,73,74,71,72,73,74,0,16,17,18,19,20,17,0,75,88,89,89,71,
88,71,89,0,24,22,23,22,23,22,0,75,89,90,89,90,87,88,88,0,60,63,63,61,55,17,0,91,89,90,87,88,87,88,89,72,73,74,73,74,71,72,73,74,88,89,90,87,88,89,90,0,24,22,23,22,23,22,0,91,72,88,71,89,
72,78,79,0,16,17,20,17,20,17,0,76,77,74,73,74,71,78,79,0,53,55,55,55,55,22,0,76,77,74,71,72,72,73,73,7,8,9,10,11,12,13,7,76,77,73,73,72,73,78,79,0,16,17,20,17,20,29,0,76,77,72,89,73,
71,94,95,0,24,26,27,28,23,22,0,92,93,90,89,90,87,94,95,0,16,20,40,17,20,17,0,92,93,90,87,88,88,89,89,0,24,26,27,28,23,22,0,92,93,89,89,88,89,94,95,0,24,26,27,28,23,22,0,92,93,71,88,72,
89,94,95,0,16,17,18,19,20,17,4,5,6,5,5,5,5,5,5,2,36,22,23,22,23,22,4,5,5,5,5,5,5,5,5,2,36,17,18,19,20,17,4,5,6,5,5,5,5,5,5,2,36,17,18,19,20,17,0,92,93,89,89,71,
88,110,111,0,24,22,23,22,23,22,23,32,33,34,35,34,35,34,35,36,20,20,40,17,20,17,20,56,57,47,35,34,35,34,35,36,20,22,23,22,23,22,23,32,33,34,35,34,35,34,35,36,14,22,23,22,23,22,0,108,109,88,71,89,
72,89,73,0,16,17,20,17,20,29,22,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,58,59,55,20,17,20,17,20,17,20,17,20,17,20,17,20,40,20,17,20,40,20,17,20,17,20,17,20,17,20,17,0,91,71,72,89,73,
71,88,72,0,24,26,27,28,23,22,17,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,58,59,55,22,56,57,47,22,22,22,26,27,28,23,22,30,31,23,22,30,31,23,22,30,22,14,26,43,19,23,22,0,75,89,71,88,72,
89,89,71,0,16,17,18,19,20,17,22,17,20,17,22,17,22,17,22,17,22,17,22,17,22,17,22,60,61,55,22,58,59,55,22,17,22,17,18,19,20,17,38,39,37,17,38,39,37,17,38,17,37,17,51,19,40,17,0,91,88,89,89,71,
88,71,89,0,24,22,23,22,23,22,17,22,23,22,14,22,14,22,14,22,14,22,14,22,14,22,14,54,55,55,14,58,59,55,14,22,14,22,23,22,23,22,23,22,14,22,14,22,14,22,14,22,14,22,45,22,23,22,0,91,72,88,71,89,
72,78,79,0,56,62,62,57,47,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,17,20,60,61,55,20,17,20,17,20,17,20,17,20,17,20,41,42,17,20,17,20,17,20,17,20,17,20,17,0,76,77,72,89,73,
71,94,95,0,60,63,63,61,55,22,1,5,5,5,5,5,5,5,5,3,23,26,27,28,23,22,1,5,5,5,5,5,5,5,5,3,23,26,27,28,23,22,1,5,5,6,5,5,5,5,5,3,23,26,27,28,23,22,0,92,93,71,88,72,
89,94,95,0,53,55,55,55,55,17,0,92,93,89,88,89,90,94,95,0,46,17,18,19,20,17,0,92,93,89,90,87,88,94,95,0,46,17,18,19,20,17,0,92,93,89,90,87,88,94,95,0,46,17,18,19,20,17,0,92,93,89,89,71,
88,110,111,0,24,22,23,22,23,22,0,108,109,71,73,73,73,110,111,0,24,22,23,22,23,22,0,108,109,73,74,71,72,110,111,0,24,22,23,22,23,22,0,108,109,73,74,71,72,110,111,0,24,22,23,22,23,22,0,108,109,88,71,89,
72,89,73,0,16,17,56,62,62,57,0,75,72,89,89,89,89,89,73,0,16,17,56,62,62,57,0,75,88,89,90,87,88,89,90,0,16,17,20,17,20,29,0,75,88,89,90,87,88,89,90,0,16,17,20,17,20,29,0,91,71,72,89,73,
71,88,72,0,24,26,60,63,63,61,0,75,71,88,87,88,89,88,72,0,24,26,60,63,63,61,0,75,73,73,73,72,73,73,74,0,24,26,27,28,23,22,0,75,73,73,73,72,73,73,74,0,24,26,27,28,23,22,0,75,89,71,88,72,
89,89,71,0,16,17,54,55,55,55,0,75,89,89,71,88,89,89,71,0,16,17,54,55,55,55,0,75,89,89,89,88,89,89,90,0,16,17,18,19,20,17,0,75,89,89,89,88,89,89,90,0,16,17,18,19,20,17,0,91,88,89,89,71,
88,71,89,0,24,22,23,22,23,22,0,75,88,71,89,72,88,71,89,0,24,22,23,22,23,22,0,75,71,72,73,88,89,90,87,0,24,22,23,22,23,22,0,75,88,89,90,87,88,89,90,0,24,22,23,22,23,22,0,75,72,88,71,89,
72,78,79,0,56,62,62,57,47,29,0,76,77,89,73,71,72,78,79,0,16,17,20,17,20,17,0,76,77,88,89,72,73,78,79,0,16,17,20,17,20,17,0,76,77,73,73,72,73,78,79,0,16,17,20,17,20,17,0,76,77,72,89,73,
71,94,95,0,60,63,63,61,55,22,0,92,93,88,72,89,71,94,95,0,24,26,27,28,23,22,0,92,93,73,73,88,89,94,95,0,24,26,27,28,23,22,0,92,93,89,89,88,89,94,95,0,24,26,27,28,23,22,0,92,93,71,88,72,
89,94,95,0,53,55,55,55,55,17,0,92,93,89,71,88,89,94,95,0,16,17,18,19,20,17,0,92,93,89,89,73,73,94,95,0,16,17,18,19,20,17,4,5,6,5,5,5,5,5,5,2,36,17,18,19,20,17,0,92,93,89,89,71,
88,110,111,0,24,22,23,22,23,22,0,108,109,71,89,72,88,110,111,0,24,22,23,22,23,22,0,108,109,89,90,89,89,110,111,0,24,22,23,22,23,22,23,32,33,34,35,34,35,34,35,36,14,22,23,22,23,22,0,108,109,88,71,89,
72,89,73,0,16,17,20,17,20,17,0,75,72,89,73,71,72,89,73,64,65,66,67,68,69,70,64,75,89,89,90,87,88,89,90,0,16,17,20,17,20,17,20,40,20,17,20,40,20,17,20,17,20,17,20,17,20,17,0,75,71,72,89,73,
71,88,72,0,24,26,27,28,23,22,0,75,71,88,72,89,71,88,72,88,89,90,71,88,89,88,89,90,88,89,90,87,88,89,90,0,24,26,27,28,23,22,30,31,23,22,30,31,23,22,30,22,14,26,43,19,23,22,0,75,89,71,88,72,
89,89,71,0,16,17,18,19,20,17,0,75,89,89,71,88,89,89,71,73,73,73,90,72,88,73,73,73,72,73,74,71,72,73,74,0,16,17,18,19,20,17,38,39,37,17,38,39,37,17,38,17,37,17,51,19,40,17,0,91,88,89,89,71,
88,71,89,0,24,22,23,22,23,22,0,75,88,89,90,72,88,71,88,89,90,89,88,89,90,89,89,89,88,89,90,87,88,89,90,0,24,22,23,22,23,22,23,22,14,22,14,22,14,22,14,22,14,22,45,22,23,22,0,75,72,88,71,89,
72,89,73,0,16,17,20,17,20,17,0,75,73,73,73,71,88,72,73,73,73,89,73,73,73,87,88,89,73,73,73,72,73,73,74,0,16,17,20,17,20,29,20,17,20,41,42,17,20,17,20,17,20,17,20,17,20,17,0,91,72,72,89,73,
72,89,73,0,24,26,27,28,23,22,0,75,89,89,89,89,89,71,89,89,71,88,89,89,71,88,89,88,89,71,88,89,71,88,89,0,24,26,27,28,23,22,1,5,5,6,5,5,5,5,5,3,23,26,27,28,23,22,0,75,71,72,89,73,
71,88,72,64,65,66,67,68,69,70,64,75,87,88,89,88,71,89,87,88,90,72,88,88,90,72,88,72,88,90,72,88,90,72,88,64,65,66,67,68,69,70,64,91,89,90,87,88,89,90,90,64,65,66,67,68,69,70,64,75,89,71,88,72,
89,88,89,90,87,88,89,90,87,88,89,89,90,87,88,89,90,87,88,89,90,87,88,89,88,89,89,90,87,88,89,90,87,88,89,90,87,88,89,88,89,90,87,88,89,90,87,88,89,89,90,87,88,89,90,87,88,89,90,87,88,89,89,71,
88,73,74,71,72,73,73,73,72,73,73,74,71,72,73,74,71,72,73,73,73,72,73,73,73,73,74,71,72,73,74,71,72,73,73,73,72,73,73,73,74,71,72,73,73,73,72,73,73,74,71,72,73,74,71,72,73,73,73,72,73,73,71,89,

